Scheme Name	Asset Value
Nippon India Innovation Fund-Regular Plan-IDCW Option	13.3913
NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option	22.1772
NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option	19.9051
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option	22.1772
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option	22.1772
Nippon India Japan Equity Fund- Growth Plan- Bonus Option	19.9051
Nippon India Japan Equity Fund- Growth Plan- Growth Option	19.9051
NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option	162.7002
Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option	550.9952
Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option	550.9952
NIPPON INDIA PHARMA FUND - IDCW Option	115.4696
Nippon India Pharma Fund-Growth Plan-Bonus Option	495.4182
Nippon India Pharma Fund-Growth Plan-Growth Option	495.4182
NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option	72.1039
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option	365.9133
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option	365.9133
NIPPON INDIA POWER & INFRA FUND - IDCW Option	63.4170
Nippon India Power & Infra Fund-Growth Plan -Growth Option	338.4896
Nippon India Power & Infra Fund-Growth Plan-Bonus Option	338.4896
NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option	43.1040
Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option	75.1393
Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option	75.1393
NIPPON INDIA QUANT FUND - IDCW Option	37.0002
Nippon India Quant Fund -Growth Plan - Growth Option	69.4066
Nippon India Quant Fund -Growth Plan -Bonus Option	69.4066
Nippon India Taiwan Equity Fund- Direct Plan- Growth Option	11.8366
Nippon India Taiwan Equity Fund- Direct Plan- IDCW option	11.8366
Nippon India Taiwan Equity fund- Regular Plan- Growth Option	11.2507
Nippon India Taiwan Equity Fund- Regular Plan- IDCW option	11.2507
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option	37.7307
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option	33.8761
Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option	37.7307
Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option	33.8761
PGIM India Healthcare Fund - Direct Plan - Growth Option	9.68
PGIM India Healthcare Fund - Direct Plan - IDCW Option	9.68
PGIM India Healthcare Fund - Regular Plan - Growth Option	9.61
PGIM India Healthcare Fund - Regular Plan - IDCW Option	9.61
quant BFSI Fund - Growth Option - Direct Plan	16.3144
quant BFSI Fund - Growth Option - Regular Plan	15.8121
quant BFSI Fund - IDCW Option - Direct Plan	16.3333
quant BFSI Fund - IDCW Option - Regular Plan	15.8109
quant Business Cycle Fund - Growth Option - Direct Plan	16.3594
quant Business Cycle Fund - Growth Option - Regular Plan	15.8626
quant Business Cycle Fund - IDCW Option - Direct Plan	16.3484
quant Business Cycle Fund - IDCW Option - Regular Plan	15.8779
quant Commodities Fund - Growth Option - Direct Plan	13.1361
quant Commodities Fund - Growth Option - Regular Plan	12.8562
quant Commodities Fund - IDCW Option - Direct Plan	13.1324
quant Commodities Fund - IDCW Option - Regular Plan	12.8542
quant Consumption Fund - Growth Option - Direct Plan	10.6101
quant Consumption Fund - Growth Option - Regular Plan	10.3909
quant Consumption Fund - IDCW Option - Direct Plan	10.6154
quant Consumption Fund - IDCW Option - Regular Plan	10.3951
quant ESG Equity Fund - Growth Option - Direct Plan	34.8282
quant ESG Equity Fund - Growth Option - Regular Plan	32.4612
quant ESG Equity Fund - IDCW Option - Direct Plan	34.7866
quant ESG Equity Fund - IDCW Option - Regular Plan	32.3037
quant Healthcare Fund - Growth Option - Direct Plan	15.7402
quant Healthcare Fund - Growth Option - Regular Plan	15.27
quant Healthcare Fund - IDCW Option - Direct Plan	15.7392
quant Healthcare Fund - IDCW Option - Regular Plan	15.2698
quant Infrastructure Fund - Growth Option	36.7443
quant Infrastructure Fund - Growth Option-Direct Plan	40.2409
quant Infrastructure Fund - IDCW Option - Direct Plan	40.2095
quant Infrastructure Fund - IDCW Option - Regular Plan	36.6615
quant Manufacturing Fund - Growth Option - Direct Plan	14.9906
quant Manufacturing Fund - Growth Option - Regular Plan	14.5754
quant Manufacturing Fund - IDCW Option - Direct Plan	14.9884
quant Manufacturing Fund - IDCW Option - Regular Plan	14.6867
quant Momentum Fund - Growth Option - Direct Plan	14.4317
quant Momentum Fund - Growth Option - Regular Plan	14.1419
quant Momentum Fund - IDCW Option - Direct Plan	14.4178
quant Momentum Fund - IDCW Option - Regular Plan	14.0969
quant PSU Fund - Growth Option - Direct Plan	10.4248
quant PSU Fund - Growth Option - Regular Plan	10.2376
quant PSU Fund - IDCW Option - Direct Plan	10.4315
quant PSU Fund - IDCW Option - Regular Plan	10.2372
quant Quantamental Fund - Growth Option - Direct Plan	23.6648
quant Quantamental Fund - Growth Option - Regular Plan	22.2022
quant Quantamental Fund - IDCW Option - Direct Plan	23.796
quant Quantamental Fund - IDCW Option - Regular Plan	22.228
quant Teck Fund - Growth Option - Direct Plan	12.7694
quant Teck Fund - Growth Option - Regular Plan	12.427
quant Teck Fund - IDCW Option - Direct Plan	12.7634
quant Teck Fund - IDCW Option - Regular Plan	12.429
QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION	24.72
QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION	23.49
Quantum Ethical Fund - Direct Plan Growth Option	9.74
Quantum Ethical Fund - Regular Plan Growth Option	9.69
Samco Active Momentum Fund - Direct Plan - Growth Option	13.80
Samco Active Momentum Fund - Regular Plan - Growth Option	13.44
Samco Special Opportunities Fund - Direct Plan - Growth	8.31
Samco Special Opportunities Fund - Regular Plan - Growth	8.17
SBI Automotive Opportunities Fund - Direct Plan - Growth	9.5198
SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	9.5197
SBI Automotive Opportunities Fund - Regular Plan - Growth	9.4115
SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	9.4116
SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	45.1972
SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	40.3994
SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH	40.5465
SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	36.4128
SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	348.3815
SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	245.2572
SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH	305.8733
SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	184.1569
SBI Energy Opportunities Fund - Direct Plan - Growth	10.6086
SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	10.6084
SBI Energy Opportunities Fund - Regular Plan - Growth	10.4558
SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	10.4560
SBI Equity Minimum Variance Fund - Direct Plan - Growth	23.9614
SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.9599
SBI Equity Minimum Variance Fund - Regular Plan - Growth	23.4286
SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.4323
SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	92.3865
SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth	257.3471
SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth	235.1051
SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	73.5279
SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	331.1198
SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH	476.5884
SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	262.6249
SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH	416.9000
SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH	52.9813
SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH	49.1368
SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	46.8892
SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	43.7112
SBI Innovative Opportunities Fund - Direct Plan - Growth	9.2803
SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	9.2803
SBI Innovative Opportunities Fund - Regular Plan - Growth	9.1987
SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	9.1992
SBI Magnum COMMA Fund - DIRECT PLAN - Growth	110.2126
SBI Magnum Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	62.7162
SBI Magnum COMMA Fund - REGULAR PLAN - Growth	102.0401
SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	57.9191
SBI Magnum Global Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	142.4397
SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH	399.0299
SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	110.7641
SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH	362.5762
SBI PSU Fund - DIRECT PLAN - GROWTH	34.6005
SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	34.5499
SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	31.4737
SBI PSU Fund - REGULAR PLAN -Growth	31.4773
SBI Quant Fund- Direct Plan- Growth	9.5375
SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW)	9.5374
SBI Quant Fund- Regular Plan- Growth	9.4918
SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	9.4918
SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	237.7899
SBI Technology Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	168.8937
SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH	209.1153
SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	125.9264
Shriram Multi Sector Rotation Fund - Direct Plan Growth Option	7.8175
Shriram Multi Sector Rotation Fund - Regular Plan Growth Option	7.7566
Sundaram Business Cycle Fund Direct Plan Growth	10.7587
Sundaram Business Cycle Fund Direct Plan IDCW Payout	10.7587
Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment	10.7587
Sundaram Business Cycle Fund Regular Plan Growth	10.6040
Sundaram Business Cycle Fund Regular Plan IDCW Payout	10.6040
Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment	10.6040
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth)	104.5572
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	31.9314
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	29.0020
Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	32.2835
Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth)	95.5123
Sundaram Financial Services Opportunities Fund Direct Plan - Growth	115.2537
Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	36.3226
Sundaram Financial Services Opportunities Fund Institutional Plan - Growth	104.9194
Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	33.8495
Sundaram Financial Services Opportunities Fund Regular Plan - Growth	102.3597
Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	31.7327
Sundaram Infrastructure Advantage Fund Direct Plan - Growth	97.6021
Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	60.1362
Sundaram Infrastructure Advantage Fund Regular Plan - Growth	91.4164
Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	56.0366
Sundaram Services Fund Direct Plan - Growth	36.4923
Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) 	25.0464
Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) 	25.0464
Sundaram Services Fund Regular Plan - Growth	33.7759
Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) 	23.1568
Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) 	23.1568
TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	48.6318
TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	48.6318
TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	38.4947
TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	38.4947
Tata Banking And Financial Services Fund-Direct Plan-Growth	48.6318
Tata Banking And Financial Services Fund-Regular Plan-Growth	41.8531
Tata Business Cycle Fund-Direct Plan-Growth	19.4258
Tata Business Cycle Fund-Direct Plan-IDCW Payout	19.4258
Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment	19.4258
Tata Business Cycle Fund-Regular Plan-Growth	18.2627
Tata Business Cycle Fund-Regular Plan-IDCW Payout	18.2627
Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment	18.2627
TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	54.1829
TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	54.1829
TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	46.5972
TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	46.5972
Tata Digital India Fund-Direct Plan-Growth	54.1829
Tata Digital India Fund-Regular Plan-Growth	46.5972
Tata Ethical Fund -Direct Plan- Growth Option	429.2857
Tata Ethical Fund- Direct Plan - Payout of IDCW Option	235.6639
Tata Ethical Fund- Regular Plan - Payout of IDCW Option	153.5510
Tata Ethical Fund-Regular Plan - Growth Option	376.7390
Tata Housing Opportunities Fund - Direct Plan - Growth	15.2510
Tata Housing Opportunities Fund - Direct Plan - IDCW Payout	15.2510
Tata Housing Opportunities Fund - Direct Plan - IDCW Reinvestment	15.2510
Tata Housing Opportunities Fund - Regular Plan - Growth	14.5473
Tata Housing Opportunities Fund - Regular Plan - IDCW Payout	14.5473
Tata Housing Opportunities Fund - Regular Plan - IDCW Reinvestment	14.5473
TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	49.3520
TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	49.3520
TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	39.6296
TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	39.6296
Tata India Consumer Fund-Direct Plan-Growth	49.3520
Tata India Consumer Fund-Regular Plan-Growth	42.9752
Tata India Innovation Fund- Direct Growth	9.4210
Tata India Innovation Fund- Direct IDCW payout	9.4210
Tata India Innovation Fund- Direct IDCW Reinvestment	9.4210
Tata India Innovation Fund- Regular Growth	9.3505
Tata India Innovation Fund- Regular IDCW payout	9.3505
Tata India Innovation Fund- Regular IDCW Reinvestment	9.3505
TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	34.0968
TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	29.3866
TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	34.0968
TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	29.3866
Tata India Pharma & Healthcare Fund-Direct Plan-Growth	34.0968
Tata India Pharma & Healthcare Fund-Regular Plan-Growth	29.3866
Tata Infrastructure Fund -Direct Plan -Growth Option	181.4941
TATA Infrastructure Fund Regular Plan - Payout of IDCW Option	79.2644
Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option	95.0992
Tata Infrastructure Fund-Regular Plan- Growth Option	167.2236
TATA Quant Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	0.0000
Tata Quant Fund-Direct Plan-Growth	0.0000
Tata Quant Fund-Regular Plan-Growth	0.0000
TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	51.5473
TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	51.5473
TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	40.2914
